,Turbine_ID,Timestamp,Gen_RPM_Max,Gen_RPM_Min,Gen_RPM_Avg,Gen_RPM_Std,Gen_Bear_Temp_Avg,Gen_Phase1_Temp_Avg,Gen_Phase2_Temp_Avg,Gen_Phase3_Temp_Avg
147992,T06,2016-11-22T21:50:00+00:00,302.8,233.0,269.7,22.0,32,26,26,27
147995,T06,2016-11-22T22:00:00+00:00,240.9,199.7,223.0,11.6,30,26,26,27
191431,T06,2016-11-22T22:10:00+00:00,896.7,227.6,275.8,81.9,28,26,26,27
144124,T06,2016-11-22T22:20:00+00:00,1360.4,145.6,611.5,498.8,32,26,26,27
190042,T06,2016-11-22T22:30:00+00:00,235.2,167.7,198.0,18.7,31,26,26,27
37522,T06,2016-11-22T22:40:00+00:00,225.6,170.8,202.4,14.4,29,26,26,27
101289,T06,2016-11-22T22:50:00+00:00,174.9,127.6,152.9,15.3,28,26,26,26
55050,T06,2016-11-22T23:00:00+00:00,1316.5,94.4,263.4,295.9,27,26,26,26
42184,T06,2016-11-22T23:10:00+00:00,1348.1,129.7,658.1,504.5,33,26,26,27
190048,T06,2016-11-22T23:20:00+00:00,255.6,139.2,200.1,31.0,32,27,27,27
110037,T06,2016-11-22T23:30:00+00:00,277.9,182.7,227.5,25.3,30,26,26,27
190053,T06,2016-11-22T23:40:00+00:00,1386.8,210.9,694.0,478.1,30,26,27,27
148001,T06,2016-11-22T23:50:00+00:00,1281.5,1193.4,1247.5,15.7,41,29,29,30
144129,T06,2016-11-23T00:00:00+00:00,1377.3,1230.9,1272.3,24.6,47,32,33,33
191435,T06,2016-11-23T00:10:00+00:00,1302.3,1237.0,1258.8,12.3,50,36,37,37
206750,T06,2016-11-23T00:20:00+00:00,1283.9,1231.9,1250.4,7.7,52,39,40,40
47828,T06,2016-11-23T00:30:00+00:00,1364.2,1229.8,1265.0,26.9,54,42,43,43
190059,T06,2016-11-23T00:40:00+00:00,1407.1,1222.6,1276.2,43.8,55,45,46,47
206753,T06,2016-11-23T00:50:00+00:00,1489.9,1226.0,1297.5,68.6,57,48,49,49
154047,T06,2016-11-23T01:00:00+00:00,1266.2,1229.7,1248.4,5.9,57,49,51,52
101309,T06,2016-11-23T01:10:00+00:00,1264.8,1233.8,1249.1,5.9,58,50,52,52
206757,T06,2016-11-23T01:20:00+00:00,1279.7,1231.6,1251.3,9.4,58,51,53,53
110044,T06,2016-11-23T01:30:00+00:00,1263.3,164.1,569.3,455.0,56,50,52,52
110048,T06,2016-11-23T01:40:00+00:00,296.9,227.7,262.9,16.5,50,48,49,49
154048,T06,2016-11-23T01:50:00+00:00,311.2,249.3,278.3,13.4,46,45,46,46
55066,T06,2016-11-23T02:00:00+00:00,1363.6,276.2,791.0,466.2,44,42,43,43
200813,T06,2016-11-23T02:10:00+00:00,1265.5,1229.8,1248.8,6.5,49,43,44,44
206765,T06,2016-11-23T02:20:00+00:00,1277.5,1230.3,1249.1,7.1,52,44,46,46
37536,T06,2016-11-23T02:30:00+00:00,1266.0,1234.1,1249.3,6.1,54,46,47,47
194948,T06,2016-11-23T02:40:00+00:00,1267.1,15.5,852.9,505.3,54,47,48,48
154054,T06,2016-11-23T02:50:00+00:00,244.1,117.4,157.4,30.5,49,45,46,46
92673,T06,2016-11-23T03:00:00+00:00,264.8,128.8,200.4,33.8,45,42,43,43
190077,T06,2016-11-23T03:10:00+00:00,310.1,207.6,255.4,25.4,41,40,40,40
92676,T06,2016-11-23T03:20:00+00:00,1358.9,150.7,627.9,482.2,40,38,38,38
190079,T06,2016-11-23T03:30:00+00:00,261.5,131.8,211.4,39.4,39,36,37,37
190080,T06,2016-11-23T03:40:00+00:00,289.0,220.4,258.1,16.3,36,35,35,35
42201,T06,2016-11-23T03:50:00+00:00,261.4,49.4,142.9,66.4,35,34,34,34
96514,T06,2016-11-23T04:00:00+00:00,49.1,0.0,3.9,10.7,34,34,34,34
190082,T06,2016-11-23T04:10:00+00:00,0.0,0.0,0.0,0.0,33,34,34,34
42205,T06,2016-11-23T04:20:00+00:00,0.0,0.0,0.0,0.0,32,33,33,34
47849,T06,2016-11-23T04:30:00+00:00,0.0,0.0,0.0,0.0,31,33,33,34
47851,T06,2016-11-23T04:40:00+00:00,141.7,0.0,46.0,43.1,31,33,33,33
92683,T06,2016-11-23T04:50:00+00:00,160.4,44.4,107.6,39.1,30,32,32,33
158226,T06,2016-11-23T05:00:00+00:00,51.3,0.0,21.1,18.5,29,32,32,33
42207,T06,2016-11-23T05:10:00+00:00,53.7,0.0,21.9,19.8,29,32,32,32
96522,T06,2016-11-23T05:20:00+00:00,854.4,0.0,147.6,144.8,28,32,31,32
37553,T06,2016-11-23T05:30:00+00:00,1373.0,175.6,1014.4,409.6,35,32,33,33
96524,T06,2016-11-23T05:40:00+00:00,1378.9,284.6,905.4,448.6,39,33,34,34
154066,T06,2016-11-23T05:50:00+00:00,1250.5,170.0,279.0,178.7,41,34,35,35
190093,T06,2016-11-23T06:00:00+00:00,268.4,179.1,223.3,27.3,37,34,34,35
148038,T06,2016-11-23T06:10:00+00:00,178.5,149.8,160.6,6.3,35,34,34,35
190095,T06,2016-11-23T06:20:00+00:00,156.2,114.7,135.0,12.7,34,34,34,34
154075,T06,2016-11-23T06:30:00+00:00,123.7,86.7,103.6,10.8,33,34,33,34
47867,T06,2016-11-23T06:40:00+00:00,121.2,89.2,104.1,7.6,32,33,33,34
148040,T06,2016-11-23T06:50:00+00:00,124.3,112.4,117.8,2.8,31,33,33,34
158231,T06,2016-11-23T07:00:00+00:00,121.0,78.3,100.5,14.1,30,33,33,33
190097,T06,2016-11-23T07:10:00+00:00,98.5,77.5,88.6,4.4,29,33,32,33
158232,T06,2016-11-23T07:20:00+00:00,103.8,80.3,94.1,5.1,29,32,32,33
144160,T06,2016-11-23T07:30:00+00:00,97.1,82.1,90.0,3.5,28,32,32,32
190098,T06,2016-11-23T07:40:00+00:00,110.6,70.5,87.2,11.3,28,32,31,32
37561,T06,2016-11-23T07:50:00+00:00,174.0,105.5,145.0,17.2,28,31,31,32
47872,T06,2016-11-23T08:00:00+00:00,196.7,169.9,184.7,6.3,27,31,31,32
37565,T06,2016-11-23T08:10:00+00:00,233.2,175.4,204.4,17.5,27,31,31,31
101350,T06,2016-11-23T08:20:00+00:00,186.6,89.9,141.3,28.8,26,31,30,31
158237,T06,2016-11-23T08:30:00+00:00,140.6,90.0,119.0,13.5,26,30,30,31
154085,T06,2016-11-23T08:40:00+00:00,133.2,0.0,74.5,41.4,26,30,30,31
148057,T06,2016-11-23T08:50:00+00:00,38.0,0.0,9.5,12.5,26,30,30,31
42231,T06,2016-11-23T09:00:00+00:00,73.9,18.8,55.4,12.6,25,30,29,30
154086,T06,2016-11-23T09:10:00+00:00,64.1,0.0,21.6,23.8,25,29,29,30
101355,T06,2016-11-23T09:20:00+00:00,0.0,0.0,0.0,0.0,25,29,29,30
158241,T06,2016-11-23T09:30:00+00:00,0.0,0.0,0.0,0.0,24,29,29,30
144177,T06,2016-11-23T09:40:00+00:00,0.0,0.0,0.0,0.0,24,29,28,30
96549,T06,2016-11-23T09:50:00+00:00,0.0,0.0,0.0,0.0,24,28,28,29
158244,T06,2016-11-23T10:00:00+00:00,0.0,0.0,0.0,0.0,23,28,28,29
144183,T06,2016-11-23T10:10:00+00:00,0.0,0.0,0.0,0.0,23,28,27,29
92716,T06,2016-11-23T10:20:00+00:00,0.0,0.0,0.0,0.0,23,28,27,29
92718,T06,2016-11-23T10:30:00+00:00,0.0,0.0,0.0,0.0,22,27,27,28
96552,T06,2016-11-23T10:40:00+00:00,0.0,0.0,0.0,0.0,22,27,27,28
92722,T06,2016-11-23T10:50:00+00:00,42.2,0.0,8.1,14.6,22,27,27,28
42244,T06,2016-11-23T11:00:00+00:00,272.2,43.1,179.4,67.0,22,27,26,28
42245,T06,2016-11-23T11:10:00+00:00,231.2,103.3,148.5,47.4,22,27,26,28
190111,T06,2016-11-23T11:20:00+00:00,186.8,92.7,143.9,28.5,22,27,26,27
144192,T06,2016-11-23T11:30:00+00:00,104.1,16.7,48.5,26.8,22,26,26,27
37578,T06,2016-11-23T11:40:00+00:00,89.2,7.5,64.3,20.1,22,26,26,27
190114,T06,2016-11-23T11:50:00+00:00,144.7,0.0,31.1,50.8,21,26,26,27
101369,T06,2016-11-23T12:00:00+00:00,155.2,98.7,121.5,14.2,21,26,26,27
191469,T06,2016-11-23T12:10:00+00:00,125.1,21.6,58.5,28.9,21,26,26,27
194923,T06,2016-11-23T12:20:00+00:00,61.1,10.1,34.3,14.2,21,26,26,26
191471,T06,2016-11-23T12:30:00+00:00,23.1,0.0,1.8,5.1,21,26,26,26
101371,T06,2016-11-23T12:40:00+00:00,27.5,0.0,6.4,6.5,21,26,25,26
158252,T06,2016-11-23T12:50:00+00:00,46.3,0.0,17.0,16.4,21,26,25,26
158254,T06,2016-11-23T13:00:00+00:00,108.5,0.0,13.1,21.9,21,25,25,26
158256,T06,2016-11-23T13:10:00+00:00,212.3,73.6,157.3,32.6,21,25,25,26
194930,T06,2016-11-23T13:20:00+00:00,273.1,133.8,204.3,40.5,21,25,25,26
144195,T06,2016-11-23T13:30:00+00:00,305.9,235.7,264.2,17.3,21,25,25,26
144198,T06,2016-11-23T13:40:00+00:00,1368.5,217.5,747.8,475.7,23,25,25,26
194936,T06,2016-11-23T13:50:00+00:00,1363.7,171.9,675.7,447.7,31,26,26,26
144200,T06,2016-11-23T14:00:00+00:00,1260.2,161.9,644.8,497.3,38,27,27,27
92740,T06,2016-11-23T14:10:00+00:00,1390.2,218.3,799.6,478.5,37,27,27,28
92742,T06,2016-11-23T14:20:00+00:00,1418.5,14.4,403.2,370.8,38,28,28,29
42170,T06,2016-11-23T14:30:00+00:00,1331.6,1236.1,1254.4,14.1,43,30,31,31
42171,T06,2016-11-23T14:40:00+00:00,1268.1,1231.7,1250.3,7.4,48,34,35,35
37594,T06,2016-11-23T14:50:00+00:00,1331.3,1230.9,1263.3,21.3,51,37,38,39
158266,T06,2016-11-23T15:00:00+00:00,1464.9,1240.0,1310.9,46.7,53,41,42,42
190135,T06,2016-11-23T15:10:00+00:00,1518.9,1235.8,1295.8,66.7,55,44,45,46
200832,T06,2016-11-23T15:20:00+00:00,1597.4,1242.5,1432.7,99.2,57,48,49,49
147993,T06,2016-11-23T15:30:00+00:00,1577.0,1219.7,1354.4,82.9,59,50,51,52
158269,T06,2016-11-23T15:40:00+00:00,1631.6,1229.0,1399.2,118.2,60,52,53,53
158270,T06,2016-11-23T15:50:00+00:00,1577.8,1239.8,1344.3,76.5,59,53,54,54
154109,T06,2016-11-23T16:00:00+00:00,1599.3,1225.6,1373.1,107.0,54,54,55,55
37599,T06,2016-11-23T16:10:00+00:00,1596.4,1248.8,1413.7,81.1,54,55,56,56
154112,T06,2016-11-23T16:20:00+00:00,1656.3,1238.9,1421.8,126.0,59,56,57,57
148011,T06,2016-11-23T16:30:00+00:00,1583.0,1239.8,1392.4,94.3,61,57,58,58
191503,T06,2016-11-23T16:40:00+00:00,1541.9,1219.1,1325.8,89.9,57,57,58,58
158274,T06,2016-11-23T16:50:00+00:00,1386.8,1224.5,1265.8,29.7,53,57,59,59
101385,T06,2016-11-23T17:00:00+00:00,1424.4,1219.9,1299.6,50.1,49,57,59,59
158277,T06,2016-11-23T17:10:00+00:00,1523.7,1243.9,1335.0,65.8,46,58,60,59
148016,T06,2016-11-23T17:20:00+00:00,1502.0,1237.7,1305.0,52.7,45,58,60,60
92762,T06,2016-11-23T17:30:00+00:00,1352.8,1238.9,1265.7,21.7,44,58,60,60
47900,T06,2016-11-23T17:40:00+00:00,1267.1,1239.5,1250.8,4.3,43,58,60,60
92764,T06,2016-11-23T17:50:00+00:00,1264.1,1235.9,1249.0,3.8,42,58,60,60
42198,T06,2016-11-23T18:00:00+00:00,1264.8,1237.0,1251.6,4.3,41,58,60,59
37607,T06,2016-11-23T18:10:00+00:00,1258.3,1241.1,1249.9,3.1,41,57,60,59
37608,T06,2016-11-23T18:20:00+00:00,1262.6,1239.4,1248.9,3.3,41,57,59,59
144208,T06,2016-11-23T18:30:00+00:00,1257.9,1236.3,1249.4,2.9,40,58,60,59
92777,T06,2016-11-23T18:40:00+00:00,1257.3,1239.7,1248.5,2.5,40,58,60,59
191520,T06,2016-11-23T18:50:00+00:00,1256.8,307.9,1233.0,103.8,40,57,60,59
191524,T06,2016-11-23T19:00:00+00:00,286.9,149.4,214.4,14.8,40,55,57,57
96519,T06,2016-11-23T19:10:00+00:00,300.2,220.8,248.1,19.6,40,52,53,53
37612,T06,2016-11-23T19:20:00+00:00,319.8,232.2,279.4,23.9,39,49,50,49
158283,T06,2016-11-23T19:30:00+00:00,268.4,176.6,222.7,22.2,38,46,47,47
37616,T06,2016-11-23T19:40:00+00:00,266.6,186.0,217.7,24.6,36,44,44,44
92781,T06,2016-11-23T19:50:00+00:00,277.2,161.6,233.0,34.7,35,41,42,42
42212,T06,2016-11-23T20:00:00+00:00,217.2,132.3,192.0,16.9,34,39,40,40
154132,T06,2016-11-23T20:10:00+00:00,131.5,59.5,99.9,15.6,33,37,38,38
37618,T06,2016-11-23T20:20:00+00:00,216.6,93.8,137.7,40.8,32,36,36,36
158289,T06,2016-11-23T20:30:00+00:00,207.2,143.2,173.2,17.1,31,35,35,35
158291,T06,2016-11-23T20:40:00+00:00,160.8,83.9,122.1,24.6,30,34,34,34
191536,T06,2016-11-23T20:50:00+00:00,98.7,0.0,54.3,30.4,30,34,34,34
37623,T06,2016-11-23T21:00:00+00:00,0.0,0.0,0.0,0.0,30,34,33,34
92791,T06,2016-11-23T21:10:00+00:00,0.0,0.0,0.0,0.0,29,33,33,34
37625,T06,2016-11-23T21:20:00+00:00,0.0,0.0,0.0,0.0,29,33,33,34
101409,T06,2016-11-23T21:30:00+00:00,0.0,0.0,0.0,0.0,28,33,33,33
101410,T06,2016-11-23T21:40:00+00:00,0.0,0.0,0.0,0.0,28,33,32,33
37627,T06,2016-11-23T21:50:00+00:00,0.0,0.0,0.0,0.0,28,32,32,33
37628,T06,2016-11-23T22:00:00+00:00,0.0,0.0,0.0,0.0,27,32,32,33
37629,T06,2016-11-23T22:10:00+00:00,24.9,0.0,2.1,6.1,27,32,31,32
37630,T06,2016-11-23T22:20:00+00:00,67.7,25.0,55.5,10.6,26,31,31,32
148050,T06,2016-11-23T22:30:00+00:00,56.9,19.8,35.1,9.4,26,31,31,32
37632,T06,2016-11-23T22:40:00+00:00,29.5,0.0,10.0,10.0,26,31,31,32
37635,T06,2016-11-23T22:50:00+00:00,0.0,0.0,0.0,0.0,26,31,30,31
37637,T06,2016-11-23T23:00:00+00:00,0.0,0.0,0.0,0.0,25,30,30,31
148054,T06,2016-11-23T23:10:00+00:00,0.0,0.0,0.0,0.0,25,30,30,31
195368,T06,2016-11-23T23:20:00+00:00,0.0,0.0,0.0,0.0,25,30,29,31
186514,T06,2016-11-23T23:30:00+00:00,10.6,0.0,2.1,3.4,24,30,29,31
158303,T06,2016-11-23T23:40:00+00:00,91.5,0.0,40.8,32.6,24,29,29,30
203093,T06,2016-11-23T23:50:00+00:00,131.1,79.9,97.1,11.6,24,29,29,30
158305,T06,2016-11-24T00:00:00+00:00,134.1,78.1,106.6,17.0,24,29,29,30
191692,T06,2016-11-24T00:10:00+00:00,221.7,105.5,154.1,32.1,24,29,29,30
186521,T06,2016-11-24T00:20:00+00:00,248.2,179.9,208.8,19.7,24,29,28,29
191693,T06,2016-11-24T00:30:00+00:00,218.1,158.7,192.0,15.7,24,29,28,29
38968,T06,2016-11-24T00:40:00+00:00,164.9,77.3,120.3,28.3,24,28,28,29
148594,T06,2016-11-24T00:50:00+00:00,100.7,0.0,30.5,31.4,23,28,28,29
50104,T06,2016-11-24T01:00:00+00:00,0.0,0.0,0.0,0.0,23,28,28,29
93024,T06,2016-11-24T01:10:00+00:00,0.0,0.0,0.0,0.0,23,28,28,29
191697,T06,2016-11-24T01:20:00+00:00,0.0,0.0,0.0,0.0,23,28,27,28
195383,T06,2016-11-24T01:30:00+00:00,0.0,0.0,0.0,0.0,23,27,27,28
38974,T06,2016-11-24T01:40:00+00:00,11.9,0.0,1.1,3.2,22,27,27,28
195387,T06,2016-11-24T01:50:00+00:00,39.8,0.0,13.8,13.7,22,27,27,28
158309,T06,2016-11-24T02:00:00+00:00,5.0,0.0,0.3,1.1,22,27,26,28
50108,T06,2016-11-24T02:10:00+00:00,0.0,0.0,0.0,0.0,22,27,26,28
186536,T06,2016-11-24T02:20:00+00:00,10.6,0.0,2.7,4.0,22,26,26,27
203104,T06,2016-11-24T02:30:00+00:00,0.0,0.0,0.0,0.0,22,26,26,27
191702,T06,2016-11-24T02:40:00+00:00,0.0,0.0,0.0,0.0,21,26,26,27
38984,T06,2016-11-24T02:50:00+00:00,0.0,0.0,0.0,0.0,21,26,26,27
158312,T06,2016-11-24T03:00:00+00:00,0.0,0.0,0.0,0.0,21,26,26,27
203108,T06,2016-11-24T03:10:00+00:00,0.0,0.0,0.0,0.0,21,26,25,27
86090,T06,2016-11-24T03:20:00+00:00,0.0,0.0,0.0,0.0,21,26,25,26
86093,T06,2016-11-24T03:30:00+00:00,0.0,0.0,0.0,0.0,21,26,25,26
38988,T06,2016-11-24T03:40:00+00:00,0.0,0.0,0.0,0.0,20,25,25,26
38991,T06,2016-11-24T03:50:00+00:00,9.7,0.0,0.7000000000000001,2.3,20,25,25,26
97085,T06,2016-11-24T04:00:00+00:00,9.6,0.0,0.6000000000000001,2.1,20,25,25,26
158317,T06,2016-11-24T04:10:00+00:00,0.0,0.0,0.0,0.0,20,25,24,26
186550,T06,2016-11-24T04:20:00+00:00,0.0,0.0,0.0,0.0,20,25,24,26
158320,T06,2016-11-24T04:30:00+00:00,4.6,0.0,0.0,0.5,20,25,24,26
86104,T06,2016-11-24T04:40:00+00:00,0.0,0.0,0.0,0.0,20,24,24,26
203113,T06,2016-11-24T04:50:00+00:00,0.0,0.0,0.0,0.0,19,24,24,25
50120,T06,2016-11-24T05:00:00+00:00,0.0,0.0,0.0,0.0,19,24,24,25
158324,T06,2016-11-24T05:10:00+00:00,0.0,0.0,0.0,0.0,19,24,24,25
158325,T06,2016-11-24T05:20:00+00:00,90.9,0.0,28.4,33.2,19,24,24,25
97093,T06,2016-11-24T05:30:00+00:00,105.9,74.8,93.4,7.3,19,24,23,25
148618,T06,2016-11-24T05:40:00+00:00,99.6,63.6,82.0,9.8,19,24,23,25
39002,T06,2016-11-24T05:50:00+00:00,65.3,0.0,22.8,20.6,19,24,23,25
158327,T06,2016-11-24T06:00:00+00:00,0.0,0.0,0.0,0.0,19,24,23,24
33082,T06,2016-11-24T06:10:00+00:00,0.0,0.0,0.0,0.0,19,23,23,24
144485,T06,2016-11-24T06:20:00+00:00,136.3,0.0,17.3,26.8,19,23,23,24
158328,T06,2016-11-24T06:30:00+00:00,985.3,138.5,544.0,314.6,19,23,23,24
203125,T06,2016-11-24T06:40:00+00:00,180.2,71.4,130.3,24.2,19,23,23,24
158330,T06,2016-11-24T06:50:00+00:00,71.0,34.5,54.4,9.3,20,23,23,24
186565,T06,2016-11-24T07:00:00+00:00,63.1,0.0,12.0,18.7,20,23,23,24
148625,T06,2016-11-24T07:10:00+00:00,8.6,0.0,1.8,3.0,20,23,23,24
50134,T06,2016-11-24T07:20:00+00:00,212.5,0.0,106.5,91.9,20,23,23,24
86109,T06,2016-11-24T07:30:00+00:00,169.1,86.4,124.4,22.7,20,23,23,24
203128,T06,2016-11-24T07:40:00+00:00,117.5,0.0,44.0,41.2,20,23,23,24
158336,T06,2016-11-24T07:50:00+00:00,0.0,0.0,0.0,0.0,20,23,23,24
203130,T06,2016-11-24T08:00:00+00:00,263.7,0.0,158.8,96.5,20,23,23,23
195411,T06,2016-11-24T08:10:00+00:00,256.3,182.6,201.2,19.8,20,23,23,23
50140,T06,2016-11-24T08:20:00+00:00,275.3,202.4,238.2,23.0,21,23,23,23
50142,T06,2016-11-24T08:30:00+00:00,266.3,210.1,241.1,13.1,21,23,23,23
33091,T06,2016-11-24T08:40:00+00:00,219.7,114.5,157.0,30.8,21,23,23,23
203137,T06,2016-11-24T08:50:00+00:00,228.8,112.8,175.5,35.5,21,23,23,23
186575,T06,2016-11-24T09:00:00+00:00,1371.0,209.3,419.3,342.4,21,23,23,23
97113,T06,2016-11-24T09:10:00+00:00,1255.6,172.7,674.4,487.1,22,24,24,24
158342,T06,2016-11-24T09:20:00+00:00,269.5,217.7,247.8,13.2,22,24,24,25
158343,T06,2016-11-24T09:30:00+00:00,1384.2,180.5,802.9,458.6,22,24,24,25
186579,T06,2016-11-24T09:40:00+00:00,1254.0,13.4,500.4,554.2,24,25,25,26
158346,T06,2016-11-24T09:50:00+00:00,295.2,185.3,251.2,30.0,24,26,26,26
195418,T06,2016-11-24T10:00:00+00:00,248.3,185.1,210.6,20.3,24,26,25,26
93073,T06,2016-11-24T10:10:00+00:00,195.6,102.1,133.4,28.2,24,25,25,26
158350,T06,2016-11-24T10:20:00+00:00,211.8,69.3,135.5,46.9,24,25,25,26
33100,T06,2016-11-24T10:30:00+00:00,191.1,122.7,147.5,14.7,24,25,25,26
158353,T06,2016-11-24T10:40:00+00:00,137.3,62.9,103.5,19.0,24,25,25,25
191759,T06,2016-11-24T10:50:00+00:00,124.1,61.7,92.5,20.0,23,25,25,25
97121,T06,2016-11-24T11:00:00+00:00,120.5,83.3,99.7,9.3,23,25,25,25
158356,T06,2016-11-24T11:10:00+00:00,122.1,5.3,68.6,38.6,23,25,25,25
191763,T06,2016-11-24T11:20:00+00:00,68.8,0.0,36.1,20.9,23,25,25,25
158357,T06,2016-11-24T11:30:00+00:00,102.4,40.0,71.2,19.3,23,25,24,25
86126,T06,2016-11-24T11:40:00+00:00,40.4,0.0,6.1,8.7,23,24,24,25
50152,T06,2016-11-24T11:50:00+00:00,63.2,0.0,29.6,15.6,22,24,24,25
97129,T06,2016-11-24T12:00:00+00:00,9.0,0.0,2.0,3.2,22,24,24,25
93089,T06,2016-11-24T12:10:00+00:00,0.0,0.0,0.0,0.0,22,24,24,25
158360,T06,2016-11-24T12:20:00+00:00,0.0,0.0,0.0,0.0,22,24,24,24
203148,T06,2016-11-24T12:30:00+00:00,0.0,0.0,0.0,0.0,21,24,24,24
33108,T06,2016-11-24T12:40:00+00:00,0.0,0.0,0.0,0.0,21,24,23,24
158362,T06,2016-11-24T12:50:00+00:00,0.0,0.0,0.0,0.0,21,24,23,24
203149,T06,2016-11-24T13:00:00+00:00,114.7,0.0,13.0,27.3,21,23,23,24
195440,T06,2016-11-24T13:10:00+00:00,1374.8,0.0,609.8,553.2,21,23,23,24
50157,T06,2016-11-24T13:20:00+00:00,1318.3,194.5,565.1,443.9,22,25,25,26
158366,T06,2016-11-24T13:30:00+00:00,1408.3,1206.5,1250.8,19.1,23,27,27,28
158368,T06,2016-11-24T13:40:00+00:00,1403.5,1235.9,1265.8,31.3,24,30,31,32
203156,T06,2016-11-24T13:50:00+00:00,1269.5,1228.8,1248.5,7.0,26,34,35,35
33119,T06,2016-11-24T14:00:00+00:00,1278.4,1235.4,1251.7,6.8,28,36,38,38
93094,T06,2016-11-24T14:10:00+00:00,1282.3,1227.9,1250.7,9.3,30,39,41,41
203158,T06,2016-11-24T14:20:00+00:00,1281.0,1233.1,1249.1,8.5,31,42,44,44
39033,T06,2016-11-24T14:30:00+00:00,1291.5,1230.0,1249.2,7.7,33,45,47,47
158374,T06,2016-11-24T14:40:00+00:00,1430.0,256.5,1153.5,274.1,35,47,48,49
158375,T06,2016-11-24T14:50:00+00:00,1273.8,1231.2,1250.1,8.7,36,49,51,51
203163,T06,2016-11-24T15:00:00+00:00,1267.9,88.7,794.9,507.2,37,50,51,52
191782,T06,2016-11-24T15:10:00+00:00,1376.9,202.7,624.4,478.0,37,48,49,49
39044,T06,2016-11-24T15:20:00+00:00,313.1,76.9,185.7,58.2,37,45,46,47
195452,T06,2016-11-24T15:30:00+00:00,251.6,78.2,160.8,47.1,36,43,44,44
203167,T06,2016-11-24T15:40:00+00:00,187.9,55.8,125.8,35.0,35,41,41,41
158377,T06,2016-11-24T15:50:00+00:00,278.2,189.2,244.5,19.0,34,39,39,39
203169,T06,2016-11-24T16:00:00+00:00,274.2,214.5,239.7,15.9,33,37,37,37
158380,T06,2016-11-24T16:10:00+00:00,1392.7,189.5,482.8,426.8,32,35,36,36
195453,T06,2016-11-24T16:20:00+00:00,1257.9,18.2,946.5,507.7,30,36,36,37
158383,T06,2016-11-24T16:30:00+00:00,1578.3,18.4,1239.0,326.9,30,37,37,37
158384,T06,2016-11-24T16:40:00+00:00,1356.0,1235.2,1253.8,17.3,31,39,40,40
203177,T06,2016-11-24T16:50:00+00:00,1255.2,160.8,530.2,473.4,31,40,40,41
195456,T06,2016-11-24T17:00:00+00:00,169.2,7.2,106.6,47.7,31,38,38,38
158386,T06,2016-11-24T17:10:00+00:00,7.2,0.0,0.0,0.4,31,36,36,36
203181,T06,2016-11-24T17:20:00+00:00,0.0,0.0,0.0,0.0,30,35,35,35
97155,T06,2016-11-24T17:30:00+00:00,117.8,0.0,5.7,19.0,30,34,34,34
97157,T06,2016-11-24T17:40:00+00:00,232.5,121.2,183.8,21.4,29,34,34,34
86157,T06,2016-11-24T17:50:00+00:00,1370.2,212.6,779.0,485.3,28,33,33,34
97162,T06,2016-11-24T18:00:00+00:00,1256.3,254.0,494.1,383.4,28,34,34,34
50188,T06,2016-11-24T18:10:00+00:00,1372.5,1016.1,1256.8,33.8,28,34,34,35
86164,T06,2016-11-24T18:20:00+00:00,1265.5,1235.9,1249.3,4.1,29,36,37,38
191802,T06,2016-11-24T18:30:00+00:00,1263.3,1237.6,1248.5,4.3,30,40,41,41
158392,T06,2016-11-24T18:40:00+00:00,1257.2,139.3,648.0,517.4,31,42,43,44
93107,T06,2016-11-24T18:50:00+00:00,183.6,108.8,136.0,17.6,32,42,43,43
195473,T06,2016-11-24T19:00:00+00:00,196.6,93.3,132.8,25.9,31,42,42,43
50192,T06,2016-11-24T19:10:00+00:00,147.3,71.5,104.3,22.2,31,42,42,42
195475,T06,2016-11-24T19:20:00+00:00,76.8,0.0,13.7,16.4,31,41,41,42
158394,T06,2016-11-24T19:30:00+00:00,142.2,0.0,50.1,54.3,30,41,40,41
39059,T06,2016-11-24T19:40:00+00:00,152.6,99.6,127.7,12.6,30,40,40,41
158396,T06,2016-11-24T19:50:00+00:00,149.4,91.4,120.9,17.8,30,40,40,40
97171,T06,2016-11-24T20:00:00+00:00,115.2,0.0,31.4,36.7,29,39,39,40
42378,T06,2016-11-24T20:10:00+00:00,60.1,24.0,43.4,9.0,29,39,38,40
158400,T06,2016-11-24T20:20:00+00:00,57.4,8.4,31.8,14.0,29,38,38,39
33151,T06,2016-11-24T20:30:00+00:00,64.5,26.1,43.2,10.7,28,38,38,39
50014,T06,2016-11-24T20:40:00+00:00,250.5,0.0,135.9,86.3,28,37,37,38
96695,T06,2016-11-24T20:50:00+00:00,221.3,187.7,202.5,9.9,27,37,37,38
33159,T06,2016-11-24T21:00:00+00:00,200.8,129.4,170.7,17.1,27,36,36,37
186640,T06,2016-11-24T21:10:00+00:00,177.7,126.9,152.5,15.9,27,36,36,37
158403,T06,2016-11-24T21:20:00+00:00,191.2,139.0,158.5,11.6,27,36,36,37
50016,T06,2016-11-24T21:30:00+00:00,247.1,190.0,223.4,14.4,26,35,35,36
158406,T06,2016-11-24T21:40:00+00:00,249.2,198.9,222.5,13.4,26,35,35,36
203004,T06,2016-11-24T21:50:00+00:00,313.4,237.2,274.9,21.4,26,35,35,36
203006,T06,2016-11-24T22:00:00+00:00,1364.9,310.2,1149.3,274.9,26,35,36,37
